From,To,From_Lat,From_Lng,To_Lat,To_Lng,Distance_KM,Time_Min,Transfers,Buses,Route_Steps
"Cherlapally Bus Stand","Chintal",17.46329,78.61145,17.49540,78.45210,24.4,82,2,"250C/R → 431 → 567G","250C/R: Cherlapally Bus Stand → Alugadda Bhavi (8 stops) | 431: Alugadda Bhavi → Bowenpally X Road (8 stops) | 567G: Bowenpally X Road → Chintal (4 stops)"
"Cherlapally Bus Stand","Nanal Nagar",17.46329,78.61145,17.39620,78.42700,22.8,76,3,"250C/R → 16/20 → 5R → 116G","250C/R: Cherlapally Bus Stand → Alugadda Bhavi (8 stops) | 16/20: Alugadda Bhavi → Rbi Birlamandir (5 stops) | 5R: Rbi Birlamandir → Mahavir Hospital (3 stops) | 116G: Mahavir Hospital → Nanal Nagar (3 stops)"
"Cherlapally Bus Stand","Abids Gpo",17.46329,78.61145,17.38757,78.47617,18.2,61,3,"250C/R → 6X → 86A → 127K","250C/R: Cherlapally Bus Stand → Tarnaka (7 stops) | 6X: Tarnaka → Vst X Road (7 stops) | 86A: Vst X Road → Kachiguda X Road (5 stops) | 127K: Kachiguda X Road → Abids Gpo (3 stops)"
"Cherlapally Bus Stand","Kachiguda Railway Station",17.46329,78.61145,17.38950,78.49726,15.6,53,2,"250C/R → 6X → 252","250C/R: Cherlapally Bus Stand → Tarnaka (7 stops) | 6X: Tarnaka → Ladies Hostel Osmania University (4 stops) | 252: Ladies Hostel Osmania University → Kachiguda Station (3 stops)"
"Cherlapally Bus Stand","Ghatkesar Bus Station",17.46329,78.61145,17.45213,78.68231,8.9,32,1,"250C/R → 22/281","250C/R: Cherlapally Bus Stand → Rampally Village (3 stops) | 22/281: Rampally Village → Ghatkesar Bus Station (6 stops)"
"Cherlapally Bus Stand","Chengicherla",17.46329,78.61145,17.43313,78.60845,3.4,12,0,"250C","250C: Cherlapally Bus Stand → Chengicherla (3 stops)"
"Cherlapally Bus Stand","Quthbullapur X Rd",17.46329,78.61145,17.49890,78.45176,24.8,83,2,"250C/R → 431 → 567G","250C/R: Cherlapally Bus Stand → Alugadda Bhavi (8 stops) | 431: Alugadda Bhavi → Bowenpally X Road (8 stops) | 567G: Bowenpally X Road → Chintal (4 stops)"
"Cherlapally Bus Stand","Shapur Nagar",17.46329,78.61145,17.51600,78.44690,26.7,90,2,"250C/R → 431 → 567G","250C/R: Cherlapally Bus Stand → Alugadda Bhavi (8 stops) | 431: Alugadda Bhavi → Bowenpally X Road (8 stops) | 567G: Bowenpally X Road → Shapur Nagar (5 stops)"
"Cherlapally Bus Stand","Panama Godown",17.46329,78.61145,17.33840,78.56864,19.2,66,3,"18X/U → 284P → 300/532 → 555","18X/U: Cherlapally Bus Stand → Medipally (5 stops) | 284P: Medipally → Uppal X Road Junction (5 stops) | 300/532: Uppal X Road Junction → Lb Nagar (5 stops) | 555: Lb Nagar X Road → Panama Godown (2 stops)"
"Cherlapally Bus Stand","Gachibowli X Road",17.46329,78.61145,17.43903,78.36295,31.1,104,3,"250C/R → 16/20 → 5R → 6L","250C/R: Cherlapally Bus Stand → Alugadda Bhavi (8 stops) | 16/20: Alugadda Bhavi → Rbi Birlamandir (5 stops) | 5R: Rbi Birlamandir → Mahavir Hospital (3 stops) | 6L: Mahavir Hospital → Gachibowli X Road (7 stops)"
"Cherlapally Bus Stand","Abids Grammar School",17.46329,78.61145,17.39333,78.47625,19.9,67,2,"250C/R → 16/20 → 102B","250C/R: Cherlapally Bus Stand → Alugadda Bhavi (8 stops) | 16/20: Alugadda Bhavi → Rbi Birlamandir (5 stops) | 102B: Rbi Birlamandir → Abids Grammar School (3 stops)"
